userId	geneSymbol	geneName	entrezgene	gLink
Hpgd	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	15446	https://www.ncbi.nlm.nih.gov/gene/?term=15446
Mfap3l	Mfap3l	microfibrillar-associated protein 3-like	71306	https://www.ncbi.nlm.nih.gov/gene/?term=71306
Adcy7	Adcy7	adenylate cyclase 7	11513	https://www.ncbi.nlm.nih.gov/gene/?term=11513
Jak3	Jak3	Janus kinase 3	16453	https://www.ncbi.nlm.nih.gov/gene/?term=16453
Crispld2	Crispld2	cysteine-rich secretory protein LCCL domain containing 2	78892	https://www.ncbi.nlm.nih.gov/gene/?term=78892
Cotl1	Cotl1	coactosin-like 1 (Dictyostelium)	72042	https://www.ncbi.nlm.nih.gov/gene/?term=72042
Cdh5	Cdh5	cadherin 5	12562	https://www.ncbi.nlm.nih.gov/gene/?term=12562
Cmtm3	Cmtm3	CKLF-like MARVEL transmembrane domain containing 3	68119	https://www.ncbi.nlm.nih.gov/gene/?term=68119
Pla2g15	Pla2g15	phospholipase A2, group XV	192654	https://www.ncbi.nlm.nih.gov/gene/?term=192654
Il10ra	Il10ra	interleukin 10 receptor, alpha	16154	https://www.ncbi.nlm.nih.gov/gene/?term=16154
Slc37a2	Slc37a2	solute carrier family 37 (glycerol-3-phosphate transporter), member 2	56857	https://www.ncbi.nlm.nih.gov/gene/?term=56857
Ldlr	Ldlr	low density lipoprotein receptor	16835	https://www.ncbi.nlm.nih.gov/gene/?term=16835
Kank2	Kank2	KN motif and ankyrin repeat domains 2	235041	https://www.ncbi.nlm.nih.gov/gene/?term=235041
Rab27a	Rab27a	RAB27A, member RAS oncogene family	11891	https://www.ncbi.nlm.nih.gov/gene/?term=11891
Anxa2	Anxa2	annexin A2	12306	https://www.ncbi.nlm.nih.gov/gene/?term=12306
Cgnl1	Cgnl1	cingulin-like 1	68178	https://www.ncbi.nlm.nih.gov/gene/?term=68178
Gsta4	Gsta4	glutathione S-transferase, alpha 4	14860	https://www.ncbi.nlm.nih.gov/gene/?term=14860
Elovl5	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast)	68801	https://www.ncbi.nlm.nih.gov/gene/?term=68801
Ctsh	Ctsh	cathepsin H	13036	https://www.ncbi.nlm.nih.gov/gene/?term=13036
Atp1b3	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide	11933	https://www.ncbi.nlm.nih.gov/gene/?term=11933
Crtap	Crtap	cartilage associated protein	56693	https://www.ncbi.nlm.nih.gov/gene/?term=56693
Cmtm6	Cmtm6	CKLF-like MARVEL transmembrane domain containing 6	67213	https://www.ncbi.nlm.nih.gov/gene/?term=67213
Tgfbr2	Tgfbr2	transforming growth factor, beta receptor II	21813	https://www.ncbi.nlm.nih.gov/gene/?term=21813
Gnai2	Gnai2	guanine nucleotide binding protein (G protein), alpha inhibiting 2	14678	https://www.ncbi.nlm.nih.gov/gene/?term=14678
Lmo2	Lmo2	LIM domain only 2	16909	https://www.ncbi.nlm.nih.gov/gene/?term=16909
Arap1	Arap1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	69710	https://www.ncbi.nlm.nih.gov/gene/?term=69710
Tie1	Tie1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	21846	https://www.ncbi.nlm.nih.gov/gene/?term=21846
S100b	S100b	S100 protein, beta polypeptide, neural	20203	https://www.ncbi.nlm.nih.gov/gene/?term=20203
Rac2	Rac2	Rac family small GTPase 2	19354	https://www.ncbi.nlm.nih.gov/gene/?term=19354
Dnm2	Dnm2	dynamin 2	13430	https://www.ncbi.nlm.nih.gov/gene/?term=13430
Chst2	Chst2	carbohydrate sulfotransferase 2	54371	https://www.ncbi.nlm.nih.gov/gene/?term=54371
Crlf2	Crlf2	cytokine receptor-like factor 2	57914	https://www.ncbi.nlm.nih.gov/gene/?term=57914
Ndn	Ndn	necdin	17984	https://www.ncbi.nlm.nih.gov/gene/?term=17984
Clec18a	Clec18a	C-type lectin domain family 18, member A	353287	https://www.ncbi.nlm.nih.gov/gene/?term=353287
Ucp2	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier)	22228	https://www.ncbi.nlm.nih.gov/gene/?term=22228
Sfxn5	Sfxn5	sideroflexin 5	94282	https://www.ncbi.nlm.nih.gov/gene/?term=94282
Tlr13	Tlr13	toll-like receptor 13	279572	https://www.ncbi.nlm.nih.gov/gene/?term=279572
Neu4	Neu4	sialidase 4	241159	https://www.ncbi.nlm.nih.gov/gene/?term=241159
Plcg2	Plcg2	phospholipase C, gamma 2	234779	https://www.ncbi.nlm.nih.gov/gene/?term=234779
Gcsh	Gcsh	glycine cleavage system protein H (aminomethyl carrier)	68133	https://www.ncbi.nlm.nih.gov/gene/?term=68133
Ppp1r18	Ppp1r18	protein phosphatase 1, regulatory subunit 18	76448	https://www.ncbi.nlm.nih.gov/gene/?term=76448
Gns	Gns	glucosamine (N-acetyl)-6-sulfatase	75612	https://www.ncbi.nlm.nih.gov/gene/?term=75612
Cebpa	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	12606	https://www.ncbi.nlm.nih.gov/gene/?term=12606
Heatr5a	Heatr5a	HEAT repeat containing 5A	320487	https://www.ncbi.nlm.nih.gov/gene/?term=320487
Ssc5d	Ssc5d	scavenger receptor cysteine rich family, 5 domains	269855	https://www.ncbi.nlm.nih.gov/gene/?term=269855
Sbno2	Sbno2	strawberry notch 2	216161	https://www.ncbi.nlm.nih.gov/gene/?term=216161
Thrsp	Thrsp	thyroid hormone responsive	21835	https://www.ncbi.nlm.nih.gov/gene/?term=21835
Arhgap45	Arhgap45	Rho GTPase activating protein 45	70719	https://www.ncbi.nlm.nih.gov/gene/?term=70719
Ggta1	Ggta1	glycoprotein galactosyltransferase alpha 1, 3	14594	https://www.ncbi.nlm.nih.gov/gene/?term=14594
Mlc1	Mlc1	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)	170790	https://www.ncbi.nlm.nih.gov/gene/?term=170790
Fam214b	Fam214b	family with sequence similarity 214, member B	230088	https://www.ncbi.nlm.nih.gov/gene/?term=230088
Hist1h1c	Hist1h1c	histone cluster 1, H1c	50708	https://www.ncbi.nlm.nih.gov/gene/?term=50708
Gng12	Gng12	guanine nucleotide binding protein (G protein), gamma 12	14701	https://www.ncbi.nlm.nih.gov/gene/?term=14701
Elf1	Elf1	E74-like factor 1	13709	https://www.ncbi.nlm.nih.gov/gene/?term=13709
Lgi4	Lgi4	leucine-rich repeat LGI family, member 4	243914	https://www.ncbi.nlm.nih.gov/gene/?term=243914
Fxyd1	Fxyd1	FXYD domain-containing ion transport regulator 1	56188	https://www.ncbi.nlm.nih.gov/gene/?term=56188
Plxnb2	Plxnb2	plexin B2	140570	https://www.ncbi.nlm.nih.gov/gene/?term=140570
Hspb6	Hspb6	heat shock protein, alpha-crystallin-related, B6	243912	https://www.ncbi.nlm.nih.gov/gene/?term=243912
C1qa	C1qa	complement component 1, q subcomponent, alpha polypeptide	12259	https://www.ncbi.nlm.nih.gov/gene/?term=12259
C1qc	C1qc	complement component 1, q subcomponent, C chain	12262	https://www.ncbi.nlm.nih.gov/gene/?term=12262
C1qb	C1qb	complement component 1, q subcomponent, beta polypeptide	12260	https://www.ncbi.nlm.nih.gov/gene/?term=12260
Unc93b1	Unc93b1	unc-93 homolog B1, TLR signaling regulator	54445	https://www.ncbi.nlm.nih.gov/gene/?term=54445
Asap3	Asap3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	230837	https://www.ncbi.nlm.nih.gov/gene/?term=230837
Fgf2	Fgf2	fibroblast growth factor 2	14173	https://www.ncbi.nlm.nih.gov/gene/?term=14173
H2-DMa	H2-DMa	histocompatibility 2, class II, locus DMa	14998	https://www.ncbi.nlm.nih.gov/gene/?term=14998
Aspg	Aspg	asparaginase	104816	https://www.ncbi.nlm.nih.gov/gene/?term=104816
Cd81	Cd81	CD81 antigen	12520	https://www.ncbi.nlm.nih.gov/gene/?term=12520
Rpl10a	Rpl10a	ribosomal protein L10A	19896	https://www.ncbi.nlm.nih.gov/gene/?term=19896
Ctnna1	Ctnna1	catenin (cadherin associated protein), alpha 1	12385	https://www.ncbi.nlm.nih.gov/gene/?term=12385
F11r	F11r	F11 receptor	16456	https://www.ncbi.nlm.nih.gov/gene/?term=16456
Edem2	Edem2	ER degradation enhancer, mannosidase alpha-like 2	108687	https://www.ncbi.nlm.nih.gov/gene/?term=108687
Parp12	Parp12	poly (ADP-ribose) polymerase family, member 12	243771	https://www.ncbi.nlm.nih.gov/gene/?term=243771
Ctss	Ctss	cathepsin S	13040	https://www.ncbi.nlm.nih.gov/gene/?term=13040
Creb3l2	Creb3l2	cAMP responsive element binding protein 3-like 2	208647	https://www.ncbi.nlm.nih.gov/gene/?term=208647
Gcnt1	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2	14537	https://www.ncbi.nlm.nih.gov/gene/?term=14537
Itpkb	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	320404	https://www.ncbi.nlm.nih.gov/gene/?term=320404
Rpl12	Rpl12	ribosomal protein L12	269261	https://www.ncbi.nlm.nih.gov/gene/?term=269261
Cpq	Cpq	carboxypeptidase Q	54381	https://www.ncbi.nlm.nih.gov/gene/?term=54381
Akna	Akna	AT-hook transcription factor	100182	https://www.ncbi.nlm.nih.gov/gene/?term=100182
Dap	Dap	death-associated protein	223453	https://www.ncbi.nlm.nih.gov/gene/?term=223453
Rlbp1	Rlbp1	retinaldehyde binding protein 1	19771	https://www.ncbi.nlm.nih.gov/gene/?term=19771
Pomt1	Pomt1	protein-O-mannosyltransferase 1	99011	https://www.ncbi.nlm.nih.gov/gene/?term=99011
Npepl1	Npepl1	aminopeptidase-like 1	228961	https://www.ncbi.nlm.nih.gov/gene/?term=228961
Mmd2	Mmd2	monocyte to macrophage differentiation-associated 2	75104	https://www.ncbi.nlm.nih.gov/gene/?term=75104
Prex1	Prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	277360	https://www.ncbi.nlm.nih.gov/gene/?term=277360
Lap3	Lap3	leucine aminopeptidase 3	66988	https://www.ncbi.nlm.nih.gov/gene/?term=66988
Gsap	Gsap	gamma-secretase activating protein	212167	https://www.ncbi.nlm.nih.gov/gene/?term=212167
C3ar1	C3ar1	complement component 3a receptor 1	12267	https://www.ncbi.nlm.nih.gov/gene/?term=12267
Col16a1	Col16a1	collagen, type XVI, alpha 1	107581	https://www.ncbi.nlm.nih.gov/gene/?term=107581
Creg1	Creg1	cellular repressor of E1A-stimulated genes 1	433375	https://www.ncbi.nlm.nih.gov/gene/?term=433375
Szrd1	Szrd1	SUZ RNA binding domain containing 1	213491	https://www.ncbi.nlm.nih.gov/gene/?term=213491
Abhd4	Abhd4	abhydrolase domain containing 4	105501	https://www.ncbi.nlm.nih.gov/gene/?term=105501
Atp1b2	Atp1b2	ATPase, Na+/K+ transporting, beta 2 polypeptide	11932	https://www.ncbi.nlm.nih.gov/gene/?term=11932
Irf8	Irf8	interferon regulatory factor 8	15900	https://www.ncbi.nlm.nih.gov/gene/?term=15900
Cdc42ep4	Cdc42ep4	CDC42 effector protein (Rho GTPase binding) 4	56699	https://www.ncbi.nlm.nih.gov/gene/?term=56699
Abca9	Abca9	ATP-binding cassette, sub-family A (ABC1), member 9	217262	https://www.ncbi.nlm.nih.gov/gene/?term=217262
Mcm3	Mcm3	minichromosome maintenance complex component 3	17215	https://www.ncbi.nlm.nih.gov/gene/?term=17215
S100a10	S100a10	S100 calcium binding protein A10 (calpactin)	20194	https://www.ncbi.nlm.nih.gov/gene/?term=20194
Cmklr1	Cmklr1	chemokine-like receptor 1	14747	https://www.ncbi.nlm.nih.gov/gene/?term=14747
S100a13	S100a13	S100 calcium binding protein A13	20196	https://www.ncbi.nlm.nih.gov/gene/?term=20196
Snx18	Snx18	sorting nexin 18	170625	https://www.ncbi.nlm.nih.gov/gene/?term=170625
Trim56	Trim56	tripartite motif-containing 56	384309	https://www.ncbi.nlm.nih.gov/gene/?term=384309
Orai3	Orai3	ORAI calcium release-activated calcium modulator 3	269999	https://www.ncbi.nlm.nih.gov/gene/?term=269999
S100a1	S100a1	S100 calcium binding protein A1	20193	https://www.ncbi.nlm.nih.gov/gene/?term=20193
Rin3	Rin3	Ras and Rab interactor 3	217835	https://www.ncbi.nlm.nih.gov/gene/?term=217835
Rps2	Rps2	ribosomal protein S2	16898	https://www.ncbi.nlm.nih.gov/gene/?term=16898
Tlr7	Tlr7	toll-like receptor 7	170743	https://www.ncbi.nlm.nih.gov/gene/?term=170743
Kcnj10	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	16513	https://www.ncbi.nlm.nih.gov/gene/?term=16513
Zfp36	Zfp36	zinc finger protein 36	22695	https://www.ncbi.nlm.nih.gov/gene/?term=22695
Tubb2b	Tubb2b	tubulin, beta 2B class IIB	73710	https://www.ncbi.nlm.nih.gov/gene/?term=73710
Lhfpl2	Lhfpl2	lipoma HMGIC fusion partner-like 2	218454	https://www.ncbi.nlm.nih.gov/gene/?term=218454
Col27a1	Col27a1	collagen, type XXVII, alpha 1	373864	https://www.ncbi.nlm.nih.gov/gene/?term=373864
Mtmr11	Mtmr11	myotubularin related protein 11	194126	https://www.ncbi.nlm.nih.gov/gene/?term=194126
Olig1	Olig1	oligodendrocyte transcription factor 1	50914	https://www.ncbi.nlm.nih.gov/gene/?term=50914
Rbp1	Rbp1	retinol binding protein 1, cellular	19659	https://www.ncbi.nlm.nih.gov/gene/?term=19659
Kcnk6	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	52150	https://www.ncbi.nlm.nih.gov/gene/?term=52150
Ptgs1	Ptgs1	prostaglandin-endoperoxide synthase 1	19224	https://www.ncbi.nlm.nih.gov/gene/?term=19224
Ccdc88b	Ccdc88b	coiled-coil domain containing 88B	78317	https://www.ncbi.nlm.nih.gov/gene/?term=78317
Entpd1	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1	12495	https://www.ncbi.nlm.nih.gov/gene/?term=12495
Selplg	Selplg	selectin, platelet (p-selectin) ligand	20345	https://www.ncbi.nlm.nih.gov/gene/?term=20345
Syngr2	Syngr2	synaptogyrin 2	20973	https://www.ncbi.nlm.nih.gov/gene/?term=20973
P2ry6	P2ry6	pyrimidinergic receptor P2Y, G-protein coupled, 6	233571	https://www.ncbi.nlm.nih.gov/gene/?term=233571
Arhgap30	Arhgap30	Rho GTPase activating protein 30	226652	https://www.ncbi.nlm.nih.gov/gene/?term=226652
Tmsb4x	Tmsb4x	thymosin, beta 4, X chromosome	19241	https://www.ncbi.nlm.nih.gov/gene/?term=19241
Ftl1	Ftl1	ferritin light polypeptide 1	14325	https://www.ncbi.nlm.nih.gov/gene/?term=14325
Slc29a4	Slc29a4	solute carrier family 29 (nucleoside transporters), member 4	243328	https://www.ncbi.nlm.nih.gov/gene/?term=243328
P4ha3	P4ha3	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III	320452	https://www.ncbi.nlm.nih.gov/gene/?term=320452
Wdfy4	Wdfy4	WD repeat and FYVE domain containing 4	545030	https://www.ncbi.nlm.nih.gov/gene/?term=545030
Zfp217	Zfp217	zinc finger protein 217	228913	https://www.ncbi.nlm.nih.gov/gene/?term=228913
Dock8	Dock8	dedicator of cytokinesis 8	76088	https://www.ncbi.nlm.nih.gov/gene/?term=76088
Rasal3	Rasal3	RAS protein activator like 3	320484	https://www.ncbi.nlm.nih.gov/gene/?term=320484
Rps10	Rps10	ribosomal protein S10	67097	https://www.ncbi.nlm.nih.gov/gene/?term=67097
Pld4	Pld4	phospholipase D family, member 4	104759	https://www.ncbi.nlm.nih.gov/gene/?term=104759
Cx3cr1	Cx3cr1	chemokine (C-X3-C motif) receptor 1	13051	https://www.ncbi.nlm.nih.gov/gene/?term=13051
Bmpr1b	Bmpr1b	bone morphogenetic protein receptor, type 1B	12167	https://www.ncbi.nlm.nih.gov/gene/?term=12167
Lamb2	Lamb2	laminin, beta 2	16779	https://www.ncbi.nlm.nih.gov/gene/?term=16779
Glis3	Glis3	GLIS family zinc finger 3	226075	https://www.ncbi.nlm.nih.gov/gene/?term=226075
Krcc1	Krcc1	lysine-rich coiled-coil 1	57896	https://www.ncbi.nlm.nih.gov/gene/?term=57896
Fes	Fes	feline sarcoma oncogene	14159	https://www.ncbi.nlm.nih.gov/gene/?term=14159
Ggcx	Ggcx	gamma-glutamyl carboxylase	56316	https://www.ncbi.nlm.nih.gov/gene/?term=56316
Cnn3	Cnn3	calponin 3, acidic	71994	https://www.ncbi.nlm.nih.gov/gene/?term=71994
Sh3bp2	Sh3bp2	SH3-domain binding protein 2	24055	https://www.ncbi.nlm.nih.gov/gene/?term=24055
Tmem119	Tmem119	transmembrane protein 119	231633	https://www.ncbi.nlm.nih.gov/gene/?term=231633
Lair1	Lair1	leukocyte-associated Ig-like receptor 1	52855	https://www.ncbi.nlm.nih.gov/gene/?term=52855
Ppp1r14b	Ppp1r14b	protein phosphatase 1, regulatory inhibitor subunit 14B	18938	https://www.ncbi.nlm.nih.gov/gene/?term=18938
Sipa1	Sipa1	signal-induced proliferation associated gene 1	20469	https://www.ncbi.nlm.nih.gov/gene/?term=20469
Slc44a2	Slc44a2	solute carrier family 44, member 2	68682	https://www.ncbi.nlm.nih.gov/gene/?term=68682
Palld	Palld	palladin, cytoskeletal associated protein	72333	https://www.ncbi.nlm.nih.gov/gene/?term=72333
Nfam1	Nfam1	Nfat activating molecule with ITAM motif 1	74039	https://www.ncbi.nlm.nih.gov/gene/?term=74039
Dock1	Dock1	dedicator of cytokinesis 1	330662	https://www.ncbi.nlm.nih.gov/gene/?term=330662
Fcer1g	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	14127	https://www.ncbi.nlm.nih.gov/gene/?term=14127
Skap2	Skap2	src family associated phosphoprotein 2	54353	https://www.ncbi.nlm.nih.gov/gene/?term=54353
Slc14a1	Slc14a1	solute carrier family 14 (urea transporter), member 1	108052	https://www.ncbi.nlm.nih.gov/gene/?term=108052
Fcgr3	Fcgr3	Fc receptor, IgG, low affinity III	14131	https://www.ncbi.nlm.nih.gov/gene/?term=14131
B2m	B2m	beta-2 microglobulin	12010	https://www.ncbi.nlm.nih.gov/gene/?term=12010
Blnk	Blnk	B cell linker	17060	https://www.ncbi.nlm.nih.gov/gene/?term=17060
Fnip2	Fnip2	folliculin interacting protein 2	329679	https://www.ncbi.nlm.nih.gov/gene/?term=329679
H2-K1	H2-K1	histocompatibility 2, K1, K region	14972	https://www.ncbi.nlm.nih.gov/gene/?term=14972
Rps12	Rps12	ribosomal protein S12	20042	https://www.ncbi.nlm.nih.gov/gene/?term=20042
Pgghg	Pgghg	protein glucosylgalactosylhydroxylysine glucosidase	212974	https://www.ncbi.nlm.nih.gov/gene/?term=212974
Hspb11	Hspb11	heat shock protein family B (small), member 11	72938	https://www.ncbi.nlm.nih.gov/gene/?term=72938
Syne2	Syne2	spectrin repeat containing, nuclear envelope 2	319565	https://www.ncbi.nlm.nih.gov/gene/?term=319565
Gpx1	Gpx1	glutathione peroxidase 1	14775	https://www.ncbi.nlm.nih.gov/gene/?term=14775
Fbln2	Fbln2	fibulin 2	14115	https://www.ncbi.nlm.nih.gov/gene/?term=14115
Ifi27	Ifi27	interferon, alpha-inducible protein 27	52668	https://www.ncbi.nlm.nih.gov/gene/?term=52668
Chil1	Chil1	chitinase-like 1	12654	https://www.ncbi.nlm.nih.gov/gene/?term=12654
Akap13	Akap13	A kinase (PRKA) anchor protein 13	75547	https://www.ncbi.nlm.nih.gov/gene/?term=75547
Plekhd1	Plekhd1	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1	217682	https://www.ncbi.nlm.nih.gov/gene/?term=217682
H2-T23	H2-T23	histocompatibility 2, T region locus 23	15040	https://www.ncbi.nlm.nih.gov/gene/?term=15040
Rplp0	Rplp0	ribosomal protein, large, P0	11837	https://www.ncbi.nlm.nih.gov/gene/?term=11837
Nnat	Nnat	neuronatin	18111	https://www.ncbi.nlm.nih.gov/gene/?term=18111
Lgals1	Lgals1	lectin, galactose binding, soluble 1	16852	https://www.ncbi.nlm.nih.gov/gene/?term=16852
Gng5	Gng5	guanine nucleotide binding protein (G protein), gamma 5	14707	https://www.ncbi.nlm.nih.gov/gene/?term=14707
Lyz2	Lyz2	lysozyme 2	17105	https://www.ncbi.nlm.nih.gov/gene/?term=17105
Ccdc190	Ccdc190	coiled-coil domain containing 190	78465	https://www.ncbi.nlm.nih.gov/gene/?term=78465
Cebpd	Cebpd	CCAAT/enhancer binding protein (C/EBP), delta	12609	https://www.ncbi.nlm.nih.gov/gene/?term=12609
H2-D1	H2-D1	histocompatibility 2, D region locus 1	14964	https://www.ncbi.nlm.nih.gov/gene/?term=14964
C4b	C4b	complement component 4B (Chido blood group)	12268	https://www.ncbi.nlm.nih.gov/gene/?term=12268
Sft2d1	Sft2d1	SFT2 domain containing 1	106489	https://www.ncbi.nlm.nih.gov/gene/?term=106489
S100a16	S100a16	S100 calcium binding protein A16	67860	https://www.ncbi.nlm.nih.gov/gene/?term=67860
Mafb	Mafb	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	16658	https://www.ncbi.nlm.nih.gov/gene/?term=16658
Wipf1	Wipf1	WAS/WASL interacting protein family, member 1	215280	https://www.ncbi.nlm.nih.gov/gene/?term=215280
Capn3	Capn3	calpain 3	12335	https://www.ncbi.nlm.nih.gov/gene/?term=12335
Ccr5	Ccr5	chemokine (C-C motif) receptor 5	12774	https://www.ncbi.nlm.nih.gov/gene/?term=12774
Kcne1l	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	66240	https://www.ncbi.nlm.nih.gov/gene/?term=66240
Rpl41	Rpl41	ribosomal protein L41	67945	https://www.ncbi.nlm.nih.gov/gene/?term=67945
Itpripl2	Itpripl2	inositol 1,4,5-triphosphate receptor interacting protein-like 2	319622	https://www.ncbi.nlm.nih.gov/gene/?term=319622
AU020206	AU020206	expressed sequence AU020206	100504230	https://www.ncbi.nlm.nih.gov/gene/?term=100504230
Bin2	Bin2	bridging integrator 2	668218	https://www.ncbi.nlm.nih.gov/gene/?term=668218
Col1a1	Col1a1	collagen, type I, alpha 1	12842	https://www.ncbi.nlm.nih.gov/gene/?term=12842
Cd44	Cd44	CD44 antigen	12505	https://www.ncbi.nlm.nih.gov/gene/?term=12505
Nid1	Nid1	nidogen 1	18073	https://www.ncbi.nlm.nih.gov/gene/?term=18073
Fabp7	Fabp7	fatty acid binding protein 7, brain	12140	https://www.ncbi.nlm.nih.gov/gene/?term=12140
Efemp1	Efemp1	epidermal growth factor-containing fibulin-like extracellular matrix protein 1	216616	https://www.ncbi.nlm.nih.gov/gene/?term=216616
Dab2	Dab2	disabled 2, mitogen-responsive phosphoprotein	13132	https://www.ncbi.nlm.nih.gov/gene/?term=13132
Myo10	Myo10	myosin X	17909	https://www.ncbi.nlm.nih.gov/gene/?term=17909
Tpx2	Tpx2	TPX2, microtubule-associated	72119	https://www.ncbi.nlm.nih.gov/gene/?term=72119
Vcam1	Vcam1	vascular cell adhesion molecule 1	22329	https://www.ncbi.nlm.nih.gov/gene/?term=22329
Ecm1	Ecm1	extracellular matrix protein 1	13601	https://www.ncbi.nlm.nih.gov/gene/?term=13601
Lamp1	Lamp1	lysosomal-associated membrane protein 1	16783	https://www.ncbi.nlm.nih.gov/gene/?term=16783
Arl2bp	Arl2bp	ADP-ribosylation factor-like 2 binding protein	107566	https://www.ncbi.nlm.nih.gov/gene/?term=107566
Pon2	Pon2	paraoxonase 2	330260	https://www.ncbi.nlm.nih.gov/gene/?term=330260
Igfbp7	Igfbp7	insulin-like growth factor binding protein 7	29817	https://www.ncbi.nlm.nih.gov/gene/?term=29817
Rfx3	Rfx3	regulatory factor X, 3 (influences HLA class II expression)	19726	https://www.ncbi.nlm.nih.gov/gene/?term=19726
Car8	Car8	carbonic anhydrase 8	12319	https://www.ncbi.nlm.nih.gov/gene/?term=12319
Tmem29	Tmem29	transmembrane protein 29	382245	https://www.ncbi.nlm.nih.gov/gene/?term=382245
Dbx2	Dbx2	developing brain homeobox 2	223843	https://www.ncbi.nlm.nih.gov/gene/?term=223843
Lix1l	Lix1l	Lix1-like	280411	https://www.ncbi.nlm.nih.gov/gene/?term=280411
Dhrs3	Dhrs3	dehydrogenase/reductase (SDR family) member 3	20148	https://www.ncbi.nlm.nih.gov/gene/?term=20148
