userId	geneSymbol	geneName	entrezgene	gLink
Btrc	Btrc	beta-transducin repeat containing protein	12234	https://www.ncbi.nlm.nih.gov/gene/?term=12234
Tmem108	Tmem108	transmembrane protein 108	81907	https://www.ncbi.nlm.nih.gov/gene/?term=81907
Gzf1	Gzf1	GDNF-inducible zinc finger protein 1	74533	https://www.ncbi.nlm.nih.gov/gene/?term=74533
Slc2a13	Slc2a13	solute carrier family 2 (facilitated glucose transporter), member 13	239606	https://www.ncbi.nlm.nih.gov/gene/?term=239606
Cacna2d2	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	56808	https://www.ncbi.nlm.nih.gov/gene/?term=56808
Tmem163	Tmem163	transmembrane protein 163	72160	https://www.ncbi.nlm.nih.gov/gene/?term=72160
Slc25a12	Slc25a12	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	78830	https://www.ncbi.nlm.nih.gov/gene/?term=78830
Nsg1	Nsg1	neuron specific gene family member 1	18196	https://www.ncbi.nlm.nih.gov/gene/?term=18196
Tatdn2	Tatdn2	TatD DNase domain containing 2	381801	https://www.ncbi.nlm.nih.gov/gene/?term=381801
Irgq	Irgq	immunity-related GTPase family, Q	210146	https://www.ncbi.nlm.nih.gov/gene/?term=210146
Scn8a	Scn8a	sodium channel, voltage-gated, type VIII, alpha	20273	https://www.ncbi.nlm.nih.gov/gene/?term=20273
Uvrag	Uvrag	UV radiation resistance associated gene	78610	https://www.ncbi.nlm.nih.gov/gene/?term=78610
Pdlim1	Pdlim1	PDZ and LIM domain 1 (elfin)	54132	https://www.ncbi.nlm.nih.gov/gene/?term=54132
Sst	Sst	somatostatin	20604	https://www.ncbi.nlm.nih.gov/gene/?term=20604
Map9	Map9	microtubule-associated protein 9	213582	https://www.ncbi.nlm.nih.gov/gene/?term=213582
Kcnq3	Kcnq3	potassium voltage-gated channel, subfamily Q, member 3	110862	https://www.ncbi.nlm.nih.gov/gene/?term=110862
B230217O12Rik	B230217O12Rik	RIKEN cDNA B230217O12 gene	320879	https://www.ncbi.nlm.nih.gov/gene/?term=320879
Atg9a	Atg9a	autophagy related 9A	245860	https://www.ncbi.nlm.nih.gov/gene/?term=245860
Hlf	Hlf	hepatic leukemia factor	217082	https://www.ncbi.nlm.nih.gov/gene/?term=217082
Sort1	Sort1	sortilin 1	20661	https://www.ncbi.nlm.nih.gov/gene/?term=20661
Tsc22d1	Tsc22d1	TSC22 domain family, member 1	21807	https://www.ncbi.nlm.nih.gov/gene/?term=21807
Ubr1	Ubr1	ubiquitin protein ligase E3 component n-recognin 1	22222	https://www.ncbi.nlm.nih.gov/gene/?term=22222
Mgat5	Mgat5	mannoside acetylglucosaminyltransferase 5	107895	https://www.ncbi.nlm.nih.gov/gene/?term=107895
Fam171b	Fam171b	family with sequence similarity 171, member B	241520	https://www.ncbi.nlm.nih.gov/gene/?term=241520
Pcdhgb5	Pcdhgb5	protocadherin gamma subfamily B, 5	93702	https://www.ncbi.nlm.nih.gov/gene/?term=93702
Tnik	Tnik	TRAF2 and NCK interacting kinase	665113	https://www.ncbi.nlm.nih.gov/gene/?term=665113
Fry	Fry	FRY microtubule binding protein	320365	https://www.ncbi.nlm.nih.gov/gene/?term=320365
Atpaf1	Atpaf1	ATP synthase mitochondrial F1 complex assembly factor 1	230649	https://www.ncbi.nlm.nih.gov/gene/?term=230649
Iqsec1	Iqsec1	IQ motif and Sec7 domain 1	232227	https://www.ncbi.nlm.nih.gov/gene/?term=232227
Brd3	Brd3	bromodomain containing 3	67382	https://www.ncbi.nlm.nih.gov/gene/?term=67382
Ilf2	Ilf2	interleukin enhancer binding factor 2	67781	https://www.ncbi.nlm.nih.gov/gene/?term=67781
Elmod1	Elmod1	ELMO/CED-12 domain containing 1	270162	https://www.ncbi.nlm.nih.gov/gene/?term=270162
Fam169a	Fam169a	family with sequence similarity 169, member A	320557	https://www.ncbi.nlm.nih.gov/gene/?term=320557
Sv2a	Sv2a	synaptic vesicle glycoprotein 2 a	64051	https://www.ncbi.nlm.nih.gov/gene/?term=64051
Rnd2	Rnd2	Rho family GTPase 2	11858	https://www.ncbi.nlm.nih.gov/gene/?term=11858
Bcl11a	Bcl11a	B cell CLL/lymphoma 11A (zinc finger protein)	14025	https://www.ncbi.nlm.nih.gov/gene/?term=14025
Slc35f1	Slc35f1	solute carrier family 35, member F1	215085	https://www.ncbi.nlm.nih.gov/gene/?term=215085
4930452B06Rik	4930452B06Rik	RIKEN cDNA 4930452B06 gene	74430	https://www.ncbi.nlm.nih.gov/gene/?term=74430
Dlgap1	Dlgap1	DLG associated protein 1	224997	https://www.ncbi.nlm.nih.gov/gene/?term=224997
Rusc2	Rusc2	RUN and SH3 domain containing 2	100213	https://www.ncbi.nlm.nih.gov/gene/?term=100213
Tenm3	Tenm3	teneurin transmembrane protein 3	23965	https://www.ncbi.nlm.nih.gov/gene/?term=23965
Mest	Mest	mesoderm specific transcript	17294	https://www.ncbi.nlm.nih.gov/gene/?term=17294
Cnot1	Cnot1	CCR4-NOT transcription complex, subunit 1	234594	https://www.ncbi.nlm.nih.gov/gene/?term=234594
Mtmr7	Mtmr7	myotubularin related protein 7	54384	https://www.ncbi.nlm.nih.gov/gene/?term=54384
Kcnq5	Kcnq5	potassium voltage-gated channel, subfamily Q, member 5	226922	https://www.ncbi.nlm.nih.gov/gene/?term=226922
Glt1d1	Glt1d1	glycosyltransferase 1 domain containing 1	319804	https://www.ncbi.nlm.nih.gov/gene/?term=319804
Chdh	Chdh	choline dehydrogenase	218865	https://www.ncbi.nlm.nih.gov/gene/?term=218865
Cry2	Cry2	cryptochrome 2 (photolyase-like)	12953	https://www.ncbi.nlm.nih.gov/gene/?term=12953
Aplp2	Aplp2	amyloid beta (A4) precursor-like protein 2	11804	https://www.ncbi.nlm.nih.gov/gene/?term=11804
Gramd1b	Gramd1b	GRAM domain containing 1B	235283	https://www.ncbi.nlm.nih.gov/gene/?term=235283
Zfyve9	Zfyve9	zinc finger, FYVE domain containing 9	230597	https://www.ncbi.nlm.nih.gov/gene/?term=230597
Sf3a1	Sf3a1	splicing factor 3a, subunit 1	67465	https://www.ncbi.nlm.nih.gov/gene/?term=67465
Fam234b	Fam234b	family with sequence similarity 234, member B	74525	https://www.ncbi.nlm.nih.gov/gene/?term=74525
1500011B03Rik	1500011B03Rik	RIKEN cDNA 1500011B03 gene	66236	https://www.ncbi.nlm.nih.gov/gene/?term=66236
Faxc	Faxc	failed axon connections homolog	76132	https://www.ncbi.nlm.nih.gov/gene/?term=76132
Nrsn2	Nrsn2	neurensin 2	228777	https://www.ncbi.nlm.nih.gov/gene/?term=228777
Vamp2	Vamp2	vesicle-associated membrane protein 2	22318	https://www.ncbi.nlm.nih.gov/gene/?term=22318
Ppp1r7	Ppp1r7	protein phosphatase 1, regulatory subunit 7	66385	https://www.ncbi.nlm.nih.gov/gene/?term=66385
Kcnd2	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	16508	https://www.ncbi.nlm.nih.gov/gene/?term=16508
5730409E04Rik	5730409E04Rik	RIKEN cDNA 5730409E04Rik gene	230757	https://www.ncbi.nlm.nih.gov/gene/?term=230757
Nedd4l	Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like	83814	https://www.ncbi.nlm.nih.gov/gene/?term=83814
Isy1	Isy1	ISY1 splicing factor homolog	57905	https://www.ncbi.nlm.nih.gov/gene/?term=57905
Pja2	Pja2	praja ring finger ubiquitin ligase 2	224938	https://www.ncbi.nlm.nih.gov/gene/?term=224938
Dync1i1	Dync1i1	dynein cytoplasmic 1 intermediate chain 1	13426	https://www.ncbi.nlm.nih.gov/gene/?term=13426
Mfn2	Mfn2	mitofusin 2	170731	https://www.ncbi.nlm.nih.gov/gene/?term=170731
Pak1	Pak1	p21 (RAC1) activated kinase 1	18479	https://www.ncbi.nlm.nih.gov/gene/?term=18479
Cand1	Cand1	cullin associated and neddylation disassociated 1	71902	https://www.ncbi.nlm.nih.gov/gene/?term=71902
Scg5	Scg5	secretogranin V	20394	https://www.ncbi.nlm.nih.gov/gene/?term=20394
Elavl2	Elavl2	ELAV like RNA binding protein 1	15569	https://www.ncbi.nlm.nih.gov/gene/?term=15569
Pnpo	Pnpo	pyridoxine 5'-phosphate oxidase	103711	https://www.ncbi.nlm.nih.gov/gene/?term=103711
Actr3b	Actr3b	ARP3 actin-related protein 3B	242894	https://www.ncbi.nlm.nih.gov/gene/?term=242894
Sec14l1	Sec14l1	SEC14-like lipid binding 1	74136	https://www.ncbi.nlm.nih.gov/gene/?term=74136
Pafah1b2	Pafah1b2	platelet-activating factor acetylhydrolase, isoform 1b, subunit 2	18475	https://www.ncbi.nlm.nih.gov/gene/?term=18475
Rnf14	Rnf14	ring finger protein 14	56736	https://www.ncbi.nlm.nih.gov/gene/?term=56736
Bag5	Bag5	BCL2-associated athanogene 5	70369	https://www.ncbi.nlm.nih.gov/gene/?term=70369
Pdk3	Pdk3	pyruvate dehydrogenase kinase, isoenzyme 3	236900	https://www.ncbi.nlm.nih.gov/gene/?term=236900
Tmem132c	Tmem132c	transmembrane protein 132C	208213	https://www.ncbi.nlm.nih.gov/gene/?term=208213
Foxj2	Foxj2	forkhead box J2	60611	https://www.ncbi.nlm.nih.gov/gene/?term=60611
Hecw1	Hecw1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	94253	https://www.ncbi.nlm.nih.gov/gene/?term=94253
Myo5a	Myo5a	myosin VA	17918	https://www.ncbi.nlm.nih.gov/gene/?term=17918
Spock2	Spock2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2	94214	https://www.ncbi.nlm.nih.gov/gene/?term=94214
Prkcg	Prkcg	protein kinase C, gamma	18752	https://www.ncbi.nlm.nih.gov/gene/?term=18752
Grm4	Grm4	glutamate receptor, metabotropic 4	268934	https://www.ncbi.nlm.nih.gov/gene/?term=268934
Abcf2	Abcf2	ATP-binding cassette, sub-family F (GCN20), member 2	27407	https://www.ncbi.nlm.nih.gov/gene/?term=27407
Nrg3	Nrg3	neuregulin 3	18183	https://www.ncbi.nlm.nih.gov/gene/?term=18183
Ylpm1	Ylpm1	YLP motif containing 1	56531	https://www.ncbi.nlm.nih.gov/gene/?term=56531
Arhgef3	Arhgef3	Rho guanine nucleotide exchange factor (GEF) 3	71704	https://www.ncbi.nlm.nih.gov/gene/?term=71704
Kit	Kit	KIT proto-oncogene receptor tyrosine kinase	16590	https://www.ncbi.nlm.nih.gov/gene/?term=16590
Ntsr1	Ntsr1	neurotensin receptor 1	18216	https://www.ncbi.nlm.nih.gov/gene/?term=18216
Htt	Htt	huntingtin	15194	https://www.ncbi.nlm.nih.gov/gene/?term=15194
Dpp10	Dpp10	dipeptidylpeptidase 10	269109	https://www.ncbi.nlm.nih.gov/gene/?term=269109
B3gat3	B3gat3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	72727	https://www.ncbi.nlm.nih.gov/gene/?term=72727
Pitpna	Pitpna	phosphatidylinositol transfer protein, alpha	18738	https://www.ncbi.nlm.nih.gov/gene/?term=18738
Rbfox3	Rbfox3	RNA binding protein, fox-1 homolog (C. elegans) 3	52897	https://www.ncbi.nlm.nih.gov/gene/?term=52897
Rhbdl3	Rhbdl3	rhomboid like 3	246104	https://www.ncbi.nlm.nih.gov/gene/?term=246104
Ss18l1	Ss18l1	SS18, nBAF chromatin remodeling complex subunit like 1	269397	https://www.ncbi.nlm.nih.gov/gene/?term=269397
Ttc3	Ttc3	tetratricopeptide repeat domain 3	22129	https://www.ncbi.nlm.nih.gov/gene/?term=22129
Atxn2	Atxn2	ataxin 2	20239	https://www.ncbi.nlm.nih.gov/gene/?term=20239
Slc4a8	Slc4a8	solute carrier family 4 (anion exchanger), member 8	59033	https://www.ncbi.nlm.nih.gov/gene/?term=59033
Myh10	Myh10	myosin, heavy polypeptide 10, non-muscle	77579	https://www.ncbi.nlm.nih.gov/gene/?term=77579
Btbd10	Btbd10	BTB (POZ) domain containing 10	68815	https://www.ncbi.nlm.nih.gov/gene/?term=68815
Zbtb4	Zbtb4	zinc finger and BTB domain containing 4	75580	https://www.ncbi.nlm.nih.gov/gene/?term=75580
Tmem178b	Tmem178b	transmembrane protein 178B	434008	https://www.ncbi.nlm.nih.gov/gene/?term=434008
Prrc2c	Prrc2c	proline-rich coiled-coil 2C	226562	https://www.ncbi.nlm.nih.gov/gene/?term=226562
Tcf20	Tcf20	transcription factor 20	21411	https://www.ncbi.nlm.nih.gov/gene/?term=21411
Dctn1	Dctn1	dynactin 1	13191	https://www.ncbi.nlm.nih.gov/gene/?term=13191
Napg	Napg	N-ethylmaleimide sensitive fusion protein attachment protein gamma	108123	https://www.ncbi.nlm.nih.gov/gene/?term=108123
Arhgap35	Arhgap35	Rho GTPase activating protein 35	232906	https://www.ncbi.nlm.nih.gov/gene/?term=232906
Krt80	Krt80	keratin 80	74127	https://www.ncbi.nlm.nih.gov/gene/?term=74127
Kcnma1	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	16531	https://www.ncbi.nlm.nih.gov/gene/?term=16531
Gmps	Gmps	guanine monophosphate synthetase	229363	https://www.ncbi.nlm.nih.gov/gene/?term=229363
Ythdf1	Ythdf1	YTH N6-methyladenosine RNA binding protein 1	228994	https://www.ncbi.nlm.nih.gov/gene/?term=228994
Satb2	Satb2	special AT-rich sequence binding protein 2	212712	https://www.ncbi.nlm.nih.gov/gene/?term=212712
2310022A10Rik	2310022A10Rik	RIKEN cDNA 2310022A10 gene	66367	https://www.ncbi.nlm.nih.gov/gene/?term=66367
Ube2ql1	Ube2ql1	ubiquitin-conjugating enzyme E2Q family-like 1	76980	https://www.ncbi.nlm.nih.gov/gene/?term=76980
Tcf25	Tcf25	transcription factor 25 (basic helix-loop-helix)	66855	https://www.ncbi.nlm.nih.gov/gene/?term=66855
Scn1a	Scn1a	sodium channel, voltage-gated, type I, alpha	20265	https://www.ncbi.nlm.nih.gov/gene/?term=20265
Cadps2	Cadps2	Ca2+-dependent activator protein for secretion 2	320405	https://www.ncbi.nlm.nih.gov/gene/?term=320405
Dcp2	Dcp2	decapping mRNA 2	70640	https://www.ncbi.nlm.nih.gov/gene/?term=70640
Ankrd17	Ankrd17	ankyrin repeat domain 17	81702	https://www.ncbi.nlm.nih.gov/gene/?term=81702
Brpf3	Brpf3	bromodomain and PHD finger containing, 3	268936	https://www.ncbi.nlm.nih.gov/gene/?term=268936
Zmym2	Zmym2	zinc finger, MYM-type 2	76007	https://www.ncbi.nlm.nih.gov/gene/?term=76007
Arnt2	Arnt2	aryl hydrocarbon receptor nuclear translocator 2	11864	https://www.ncbi.nlm.nih.gov/gene/?term=11864
Sap130	Sap130	Sin3A associated protein	269003	https://www.ncbi.nlm.nih.gov/gene/?term=269003
St3gal1	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	20442	https://www.ncbi.nlm.nih.gov/gene/?term=20442
Pptc7	Pptc7	PTC7 protein phosphatase homolog	320717	https://www.ncbi.nlm.nih.gov/gene/?term=320717
Rnf220	Rnf220	ring finger protein 220	66743	https://www.ncbi.nlm.nih.gov/gene/?term=66743
Ncoa6	Ncoa6	nuclear receptor coactivator 6	56406	https://www.ncbi.nlm.nih.gov/gene/?term=56406
Cit	Cit	citron	12704	https://www.ncbi.nlm.nih.gov/gene/?term=12704
Spag9	Spag9	sperm associated antigen 9	70834	https://www.ncbi.nlm.nih.gov/gene/?term=70834
Kcna1	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	16485	https://www.ncbi.nlm.nih.gov/gene/?term=16485
Dlst	Dlst	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	78920	https://www.ncbi.nlm.nih.gov/gene/?term=78920
C2cd2l	C2cd2l	C2 calcium-dependent domain containing 2-like	71764	https://www.ncbi.nlm.nih.gov/gene/?term=71764
Bzw1	Bzw1	basic leucine zipper and W2 domains 1	66882	https://www.ncbi.nlm.nih.gov/gene/?term=66882
Extl2	Extl2	exostoses (multiple)-like 2	58193	https://www.ncbi.nlm.nih.gov/gene/?term=58193
Atp6v0e2	Atp6v0e2	ATPase, H+ transporting, lysosomal V0 subunit E2	76252	https://www.ncbi.nlm.nih.gov/gene/?term=76252
Dennd5b	Dennd5b	DENN/MADD domain containing 5B	320560	https://www.ncbi.nlm.nih.gov/gene/?term=320560
Gng3	Gng3	guanine nucleotide binding protein (G protein), gamma 3	14704	https://www.ncbi.nlm.nih.gov/gene/?term=14704
Schip1	Schip1	schwannomin interacting protein 1	30953	https://www.ncbi.nlm.nih.gov/gene/?term=30953
Dusp14	Dusp14	dual specificity phosphatase 14	56405	https://www.ncbi.nlm.nih.gov/gene/?term=56405
Tmem132a	Tmem132a	transmembrane protein 132A	98170	https://www.ncbi.nlm.nih.gov/gene/?term=98170
Cplx1	Cplx1	complexin 1	12889	https://www.ncbi.nlm.nih.gov/gene/?term=12889
Usp4	Usp4	ubiquitin specific peptidase 4 (proto-oncogene)	22258	https://www.ncbi.nlm.nih.gov/gene/?term=22258
Klhdc3	Klhdc3	kelch domain containing 3	71765	https://www.ncbi.nlm.nih.gov/gene/?term=71765
Atp1a3	Atp1a3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	232975	https://www.ncbi.nlm.nih.gov/gene/?term=232975
Ppp3r1	Ppp3r1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)	19058	https://www.ncbi.nlm.nih.gov/gene/?term=19058
Tekt5	Tekt5	tektin 5	70426	https://www.ncbi.nlm.nih.gov/gene/?term=70426
Kcnk2	Kcnk2	potassium channel, subfamily K, member 2	16526	https://www.ncbi.nlm.nih.gov/gene/?term=16526
Chrm1	Chrm1	cholinergic receptor, muscarinic 1, CNS	12669	https://www.ncbi.nlm.nih.gov/gene/?term=12669
Tmem248	Tmem248	transmembrane protein 248	71667	https://www.ncbi.nlm.nih.gov/gene/?term=71667
Zfp563	Zfp563	zinc finger protein 563	240068	https://www.ncbi.nlm.nih.gov/gene/?term=240068
Fam168b	Fam168b	family with sequence similarity 168, member B	214469	https://www.ncbi.nlm.nih.gov/gene/?term=214469
Gabra4	Gabra4	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4	14397	https://www.ncbi.nlm.nih.gov/gene/?term=14397
Camkv	Camkv	CaM kinase-like vesicle-associated	235604	https://www.ncbi.nlm.nih.gov/gene/?term=235604
Tspyl1	Tspyl1	testis-specific protein, Y-encoded-like 1	22110	https://www.ncbi.nlm.nih.gov/gene/?term=22110
Ctxn1	Ctxn1	cortexin 1	330695	https://www.ncbi.nlm.nih.gov/gene/?term=330695
Ksr2	Ksr2	kinase suppressor of ras 2	333050	https://www.ncbi.nlm.nih.gov/gene/?term=333050
Astn2	Astn2	astrotactin 2	56079	https://www.ncbi.nlm.nih.gov/gene/?term=56079
Fabp3	Fabp3	fatty acid binding protein 3, muscle and heart	14077	https://www.ncbi.nlm.nih.gov/gene/?term=14077
Lrrtm3	Lrrtm3	leucine rich repeat transmembrane neuronal 3	216028	https://www.ncbi.nlm.nih.gov/gene/?term=216028
Rnf103	Rnf103	ring finger protein 103	22644	https://www.ncbi.nlm.nih.gov/gene/?term=22644
Mtor	Mtor	mechanistic target of rapamycin kinase	56717	https://www.ncbi.nlm.nih.gov/gene/?term=56717
Rtn3	Rtn3	reticulon 3	20168	https://www.ncbi.nlm.nih.gov/gene/?term=20168
Grm2	Grm2	glutamate receptor, metabotropic 2	108068	https://www.ncbi.nlm.nih.gov/gene/?term=108068
Akt3	Akt3	thymoma viral proto-oncogene 3	23797	https://www.ncbi.nlm.nih.gov/gene/?term=23797
Smpd3	Smpd3	sphingomyelin phosphodiesterase 3, neutral	58994	https://www.ncbi.nlm.nih.gov/gene/?term=58994
Spata2	Spata2	spermatogenesis associated 2	263876	https://www.ncbi.nlm.nih.gov/gene/?term=263876
Mypop	Mypop	Myb-related transcription factor, partner of profilin	232934	https://www.ncbi.nlm.nih.gov/gene/?term=232934
Peli3	Peli3	pellino 3	240518	https://www.ncbi.nlm.nih.gov/gene/?term=240518
Btbd8	Btbd8	BTB (POZ) domain containing 8	100503185	https://www.ncbi.nlm.nih.gov/gene/?term=100503185
Lypd6b	Lypd6b	LY6/PLAUR domain containing 6B	71897	https://www.ncbi.nlm.nih.gov/gene/?term=71897
Uqcrc1	Uqcrc1	ubiquinol-cytochrome c reductase core protein 1	22273	https://www.ncbi.nlm.nih.gov/gene/?term=22273
Prpf8	Prpf8	pre-mRNA processing factor 8	192159	https://www.ncbi.nlm.nih.gov/gene/?term=192159
Snrnp200	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	320632	https://www.ncbi.nlm.nih.gov/gene/?term=320632
Srrm4	Srrm4	serine/arginine repetitive matrix 4	68955	https://www.ncbi.nlm.nih.gov/gene/?term=68955
Adam11	Adam11	a disintegrin and metallopeptidase domain 11	11488	https://www.ncbi.nlm.nih.gov/gene/?term=11488
Zfp9	Zfp9	zinc finger protein 9	22750	https://www.ncbi.nlm.nih.gov/gene/?term=22750
Bach2	Bach2	BTB and CNC homology, basic leucine zipper transcription factor 2	12014	https://www.ncbi.nlm.nih.gov/gene/?term=12014
Reep5	Reep5	receptor accessory protein 5	13476	https://www.ncbi.nlm.nih.gov/gene/?term=13476
Tbc1d1	Tbc1d1	TBC1 domain family, member 1	57915	https://www.ncbi.nlm.nih.gov/gene/?term=57915
Setd3	Setd3	SET domain containing 3	52690	https://www.ncbi.nlm.nih.gov/gene/?term=52690
Samd12	Samd12	sterile alpha motif domain containing 12	320679	https://www.ncbi.nlm.nih.gov/gene/?term=320679
Rem2	Rem2	rad and gem related GTP binding protein 2	140743	https://www.ncbi.nlm.nih.gov/gene/?term=140743
Hrasls	Hrasls	HRAS-like suppressor	27281	https://www.ncbi.nlm.nih.gov/gene/?term=27281
Rtn4	Rtn4	reticulon 4	68585	https://www.ncbi.nlm.nih.gov/gene/?term=68585
Ank1	Ank1	ankyrin 1, erythroid	11733	https://www.ncbi.nlm.nih.gov/gene/?term=11733
Smg8	Smg8	smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)	74133	https://www.ncbi.nlm.nih.gov/gene/?term=74133
Ntng1	Ntng1	netrin G1	80883	https://www.ncbi.nlm.nih.gov/gene/?term=80883
Slc8a2	Slc8a2	solute carrier family 8 (sodium/calcium exchanger), member 2	110891	https://www.ncbi.nlm.nih.gov/gene/?term=110891
Helz	Helz	helicase with zinc finger domain	78455	https://www.ncbi.nlm.nih.gov/gene/?term=78455
Lemd3	Lemd3	LEM domain containing 3	380664	https://www.ncbi.nlm.nih.gov/gene/?term=380664
Rnf208	Rnf208	ring finger protein 208	68846	https://www.ncbi.nlm.nih.gov/gene/?term=68846
Rrp1	Rrp1	ribosomal RNA processing 1 homolog (S. cerevisiae)	18114	https://www.ncbi.nlm.nih.gov/gene/?term=18114
Snrk	Snrk	SNF related kinase	20623	https://www.ncbi.nlm.nih.gov/gene/?term=20623
Runx1t1	Runx1t1	RUNX1 translocation partner 1	12395	https://www.ncbi.nlm.nih.gov/gene/?term=12395
Tnks	Tnks	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	21951	https://www.ncbi.nlm.nih.gov/gene/?term=21951
Mthfd1l	Mthfd1l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	270685	https://www.ncbi.nlm.nih.gov/gene/?term=270685
Mllt3	Mllt3	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3	70122	https://www.ncbi.nlm.nih.gov/gene/?term=70122
Nrip3	Nrip3	nuclear receptor interacting protein 3	78593	https://www.ncbi.nlm.nih.gov/gene/?term=78593
Uap1	Uap1	UDP-N-acetylglucosamine pyrophosphorylase 1	107652	https://www.ncbi.nlm.nih.gov/gene/?term=107652
Arhgap20	Arhgap20	Rho GTPase activating protein 20	244867	https://www.ncbi.nlm.nih.gov/gene/?term=244867
Epha4	Epha4	Eph receptor A4	13838	https://www.ncbi.nlm.nih.gov/gene/?term=13838
Npnt	Npnt	nephronectin	114249	https://www.ncbi.nlm.nih.gov/gene/?term=114249
Cacng3	Cacng3	calcium channel, voltage-dependent, gamma subunit 3	54376	https://www.ncbi.nlm.nih.gov/gene/?term=54376
Tmem59l	Tmem59l	transmembrane protein 59-like	67937	https://www.ncbi.nlm.nih.gov/gene/?term=67937
Unc13c	Unc13c	unc-13 homolog C	208898	https://www.ncbi.nlm.nih.gov/gene/?term=208898
Pum1	Pum1	pumilio RNA-binding family member 1	80912	https://www.ncbi.nlm.nih.gov/gene/?term=80912
Slc24a2	Slc24a2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	76376	https://www.ncbi.nlm.nih.gov/gene/?term=76376
Slain1	Slain1	SLAIN motif family, member 1	105439	https://www.ncbi.nlm.nih.gov/gene/?term=105439
Satb1	Satb1	special AT-rich sequence binding protein 1	20230	https://www.ncbi.nlm.nih.gov/gene/?term=20230
Kalrn	Kalrn	kalirin, RhoGEF kinase	545156	https://www.ncbi.nlm.nih.gov/gene/?term=545156
Dgke	Dgke	diacylglycerol kinase, epsilon	56077	https://www.ncbi.nlm.nih.gov/gene/?term=56077
Idh3g	Idh3g	isocitrate dehydrogenase 3 (NAD+), gamma	15929	https://www.ncbi.nlm.nih.gov/gene/?term=15929
Rnf150	Rnf150	ring finger protein 150	330812	https://www.ncbi.nlm.nih.gov/gene/?term=330812
Sidt1	Sidt1	SID1 transmembrane family, member 1	320007	https://www.ncbi.nlm.nih.gov/gene/?term=320007
Tex2	Tex2	testis expressed gene 2	21763	https://www.ncbi.nlm.nih.gov/gene/?term=21763
Tiam1	Tiam1	T cell lymphoma invasion and metastasis 1	21844	https://www.ncbi.nlm.nih.gov/gene/?term=21844
Mchr1	Mchr1	melanin-concentrating hormone receptor 1	207911	https://www.ncbi.nlm.nih.gov/gene/?term=207911
Tarsl2	Tarsl2	threonyl-tRNA synthetase-like 2	272396	https://www.ncbi.nlm.nih.gov/gene/?term=272396
Zfyve28	Zfyve28	zinc finger, FYVE domain containing 28	231125	https://www.ncbi.nlm.nih.gov/gene/?term=231125
Trpc1	Trpc1	transient receptor potential cation channel, subfamily C, member 1	22063	https://www.ncbi.nlm.nih.gov/gene/?term=22063
Rtf1	Rtf1	RTF1, Paf1/RNA polymerase II complex component	76246	https://www.ncbi.nlm.nih.gov/gene/?term=76246
Ttc19	Ttc19	tetratricopeptide repeat domain 19	72795	https://www.ncbi.nlm.nih.gov/gene/?term=72795
Fam20b	Fam20b	family with sequence similarity 20, member B	215015	https://www.ncbi.nlm.nih.gov/gene/?term=215015
Osbp2	Osbp2	oxysterol binding protein 2	74309	https://www.ncbi.nlm.nih.gov/gene/?term=74309
Tspan7	Tspan7	tetraspanin 7	21912	https://www.ncbi.nlm.nih.gov/gene/?term=21912
Sobp	Sobp	sine oculis binding protein	109205	https://www.ncbi.nlm.nih.gov/gene/?term=109205
Armcx3	Armcx3	armadillo repeat containing, X-linked 3	71703	https://www.ncbi.nlm.nih.gov/gene/?term=71703
Nkiras1	Nkiras1	NFKB inhibitor interacting Ras-like protein 1	69721	https://www.ncbi.nlm.nih.gov/gene/?term=69721
Map1a	Map1a	microtubule-associated protein 1 A	17754	https://www.ncbi.nlm.nih.gov/gene/?term=17754
Gpr158	Gpr158	G protein-coupled receptor 158	241263	https://www.ncbi.nlm.nih.gov/gene/?term=241263
Pknox2	Pknox2	Pbx/knotted 1 homeobox 2	208076	https://www.ncbi.nlm.nih.gov/gene/?term=208076
Med19	Med19	mediator complex subunit 19	381379	https://www.ncbi.nlm.nih.gov/gene/?term=381379
Mfsd4a	Mfsd4a	major facilitator superfamily domain containing 4A	213006	https://www.ncbi.nlm.nih.gov/gene/?term=213006
